"@Anand Palwankar by your argument Gambhir would be best of lot . He is even capable and consistent opener and plays most of his home games on sluggish Kolkata pitch when compared to both Rohit and Virat who play in batting paradises :). Having a good bowling attack is a liberty to captain and helps him solve bowling problem easily. Gambhir has best bowling attack of the 3. Rohit has best bowling attack compared to Virat. There is no way Rohit's captaincy can be measured against Virat with bowling attack he is carrying. Starc n Badree out of IPL . RCB is going to blow lot of high scoring games cos of class of bowling. There main weapon in bowling is retired allrounder Watson who was never a spearhead. Rohit has 2 new zealanders and Bhajji who can be handful based on conditions. Death overs and powerplay overs and middle overs are in cruise control for Rohit /MI think tank. RCB fails in that regard year after year so does captaincy and rotation of bowlers.""",Positive
Win toss win match .. It is getting boring now',Negative
"I agree with sudimagge. Except for one game, all teams batting second seem to be winning the match. As soon as someone loses the toss, that teams lost the game. Don't even need to watch the whole match. Just for the meaningless slog-fest that don't make a tad bit if difference in the end. And how disappointing the RCB with its star-studded cast seems to be at the moment. Please improve pitches where the toss doesn't decide the fate of the team.""",Negative
"Again and again it's prooving Rohit is a best leadership qualities than Virat. People always making mistake to understand difference between a good player and a good leader. Today Virat riding on everything due to his big batting abilities. But when particular time comes when your leadership qualities are tested, Virat always fumbles. There are so many examples in past we have seen, it's not nessessory that good batsman should be a good leader. We saw Mike Briarly, Clive Lloyd, Ian Chapple etc etc... Vivian Richard, Ian Botham were couldnt do much as a leader. Virat is the best batsman we have after Sachin. But since last few years we are watching Rohit is doing much better as a leader than Virat. Last both IPL titles for MI had big impact of Rohits leadership. Remember last years last league match of MI against KKR. Rohit brought Pollard in last over and proved master strok. Yesterday when Rohit was taking RCB bowlers, frustration was clearly seen on Virats face. Rohit..better leader.""",Positive
"Not playing Watson as opener is big mistake, Imagine what a combination Watson and Gayle can be.'",Negative
"Not playing Watson as opener is big mistake, Imagine what a combination Watson and Gayle can be.'",Negative
"I'd like to thank the organizers for saving me a lot of time this year. Instead of watching the whole match which takes about 4 hours including the ceremony and stuff, I just have to watch the toss for a couple of minutes.""",Negative
"Under pressure, Virat loses his cool as a captain. His bowling changes, field settings go awry the moment there's a counter punch from the opposition. A wicket where faster bowlers go for runs, picking Aaron makes little sense, especially when Aaron is not known to be a thinking bowler. Sreenath Arvind, who has a great strike rate should be an automatic choice. In the absence of Gayle, Watson should open as he has seen a lot of success earlier in that position.""",Negative
"@DEBKOB: at the end of the day, the chap has won 3 IPL titles - 2 as captain (one after his team was 0-4 at the start) - where his leadership and batting was one of the critical factors. That's what counts at the end of the day, dew or no dew!!""",Positive
"@NEEDGREENPITCHES4BOWLINGALLROUNDERS: I kind of agree with Anand Palwankar that Rohit is the better (or more 'level-headed') captain than Virat, at least in T20s. Getting your team to the playoffs after starting the season with 0-5 (2014) and winning the title after 0-4 (2015) is by no small means because of Rohit's leadership. Starc is out this season, but he played for RCB two seasons prior to that. How many times did RCB win the title then?""",Positive
"this chap is so 'talented' that he needs: a. dew, b. winning toss and batting in dew, c. more dew and wet ball, d. road pitch and dew, e. did i mention dew?, f. more dew, g. ordinary bowlers, h. opposition's main destructive players sitting out. (remember his test scores vs WI were w/o WI test destructive players)""",Negative
"@Anand Palwankar by your argument Gambhir would be best of lot . He is even capable and consistent opener and plays most of his home games on sluggish Kolkata pitch when compared to both Rohit and Virat who play in batting paradises :). Having a good bowling attack is a liberty to captain and helps him solve bowling problem easily. Gambhir has best bowling attack of the 3. Rohit has best bowling attack compared to Virat. There is no way Rohit's captaincy can be measured against Virat with bowling attack he is carrying. Starc n Badree out of IPL . RCB is going to blow lot of high scoring games cos of class of bowling. There main weapon in bowling is retired allrounder Watson who was never a spearhead. Rohit has 2 new zealanders and Bhajji who can be handful based on conditions. Death overs and powerplay overs and middle overs are in cruise control for Rohit /MI think tank. RCB fails in that regard year after year so does captaincy and rotation of bowlers.""",Positive
Win toss win match .. It is getting boring now',Negative
"I agree with sudimagge. Except for one game, all teams batting second seem to be winning the match. As soon as someone loses the toss, that teams lost the game. Don't even need to watch the whole match. Just for the meaningless slog-fest that don't make a tad bit if difference in the end. And how disappointing the RCB with its star-studded cast seems to be at the moment. Please improve pitches where the toss doesn't decide the fate of the team.""",Negative
"Again and again it's prooving Rohit is a best leadership qualities than Virat. People always making mistake to understand difference between a good player and a good leader. Today Virat riding on everything due to his big batting abilities. But when particular time comes when your leadership qualities are tested, Virat always fumbles. There are so many examples in past we have seen, it's not nessessory that good batsman should be a good leader. We saw Mike Briarly, Clive Lloyd, Ian Chapple etc etc... Vivian Richard, Ian Botham were couldnt do much as a leader. Virat is the best batsman we have after Sachin. But since last few years we are watching Rohit is doing much better as a leader than Virat. Last both IPL titles for MI had big impact of Rohits leadership. Remember last years last league match of MI against KKR. Rohit brought Pollard in last over and proved master strok. Yesterday when Rohit was taking RCB bowlers, frustration was clearly seen on Virats face. Rohit..better leader.""",Positive
"Not playing Watson as opener is big mistake, Imagine what a combination Watson and Gayle can be.'",Negative
"Not playing Watson as opener is big mistake, Imagine what a combination Watson and Gayle can be.'",Negative
"I'd like to thank the organizers for saving me a lot of time this year. Instead of watching the whole match which takes about 4 hours including the ceremony and stuff, I just have to watch the toss for a couple of minutes.""",Negative
"Under pressure, Virat loses his cool as a captain. His bowling changes, field settings go awry the moment there's a counter punch from the opposition. A wicket where faster bowlers go for runs, picking Aaron makes little sense, especially when Aaron is not known to be a thinking bowler. Sreenath Arvind, who has a great strike rate should be an automatic choice. In the absence of Gayle, Watson should open as he has seen a lot of success earlier in that position.""",Negative
Hardhik and Krunal Pandya are both average at the best. They will have good performances every now and again but there is nothing outstanding about either of them except an air of arrogance and exuberant celebrations. They both seem overawed by the bigger stage and the rawness and immaturity shines through. I have read about the long and hard road of these brother to get here and their desire to emulate the Pathan brothers so credit has to be given to them for what they have achieved thus far...',Negative
Good game to see for cricket lovers.....',Positive
"IPL ...IPL....we were all waiting for this mega event , but this mega event has turned into a damp squib, seriously I dont know who should take blame for this. We do not have to watch the full match to know the result, the toss it self will decide. captains who are unlucky to loose the toss, god help them, and also the bowlers who will be bowling in the second half of the match..all the so called experts giving opinion on them, in a situation where everyone knows that the team batting second will win at all cost and that too some times easily chasing down , what earlier was a good score, with overs to spare. @BCCI, @ IPL management, please do something about the situation, we are loosing interest since there is no longer a fight to finish in this IPL, it has all the way been win toss, bowl first, win match....'",Negative
Mitchell Santner a decent all rounder can be taken as replacement if badree is out of ipl . For starc certainly replacement is needed may be willey from england . we dont need bowlers who cant pick wickets .',Negative
Pathetic bowling and team selection. Aaron in the team is a liability. His 19 run over provided the momentum for the MI . aaron and patel should be out . Looks like even if we include 8 bowlers we will not win. We still havent played RPSG and GL . What do donald and vettori discuss with bowlers ? We don have bowlers who can pick wickets in first 6 overs and this has been true for all seasons . Such worst team management who only concentrate on only batting and dont think anything . Picking binny and not using his bowling is not accepatable . Kohli field placements are also awful . Even every miss hit were going to vacant boudary line.',Negative
"Indian talent except Kohli,sarfaraz is clearly lacking in RCB team .'",Negative
And that is it from Mr flat pitch fluke aka rohit sharma for the next few matches. He has played in one match and can now fail for the next 5-6 matches.',Negative
"While the opposition could get intimated by the batting might of RCB, the weak link is the bowling. Absence of Starc and Badree really hurting them. No matter how much runs their batsmen score, the opposition would always fancy their chances against this attack.'",Negative
"Dew dew dew- why WI beat India in World T20 semi-final. It was WI that day, or else the fans would have exploded had there been other team in WI's place. Wankhede & Chinnaswamy should push their boundaries back to 70-75 in all dimensions if they dont want dew to affect night games. Or play 4pm games. Its KKR's turn to lift the cup this year(2016) after wins in 2012 & 2014(even no). MI's turn will come next year(2013 & 2015)""",Negative
"Pollard and Buttler, about 4 or 5 year ago combined in the Somerset T20 team to be one of the most feared batting partnerships in England, Somerset seemed to get to a final every year, and these two invented the cool as ice impossible total chase down before it became a norm, at least in county cricket. Nice to see them together again.'",Neutral
"Fewer comments....reason I feel is nobody supports any one team as there are so many fmgois players spread across. Comments appear when you have a favourite team. Emotions flow from fans for a win or loss. In Leagues, loyalty of fans shifts'",Positive
"Looks like this is the final eleven and certainly the best batting order for MI at least for a few matches.Though I would like to see Guptil and /or Corey at some point, it looks very unlikely considering the restrictions on the number of foreign players.From the beginning I felt Rayudu was the best choice for number three position. He may not be as stylish as Rohit or Virat,but certainly a very good accumulator of runs.Only Butler can come in his place depending on the situation.Good luck MI.'",Neutral
"I think the game got away from RCB at the 5 over mark where Kohli bowled Aaron an extra over which gave away 19 runs. These days as a captain you have to make batsmen guessing by changing bowlers otherwise they set up for the bowler and whack him to all parts. Binny is an excellent out-swinger of the ball and previous season's RR used him most in the Powerplays when ball did a bit.""",Positive
"I think the game got away from RCB at the 5 over mark where Kohli bowled Aaron an extra over which gave away 19 runs. These days as a captain you have to make batsmen guessing by changing bowlers otherwise they set up for the bowler and whack him to all parts. Binny is an excellent out-swinger of the ball and previous season's RR used him most in the Powerplays when ball did a bit.""",Neutral
It is win toss bat second ground .. Rest dew will take care ..',Neutral
"Fall of one and rise of another seem fit to describe Pandya brothers. Hardik was drafted into the side not long ago with all sorts of comarisons to good current day allrounders, documentaries aired about his fairy tale of finding the pinnacle and limelight, influential binny was sent home but Hardik has lost his aroma too fast. On the other hand his brother looks a much better prospect both with the bat and the ball. Bumrah continues to impress and I hope he will be given an opportunity to perform outside India and pitches will not made placid to support indian batsmen. I am sure Gambhir will make his way to indian side again to add experience on the back of this IPL season. He seems to be more motivated by the downfall of Dhawan.'",Positive
"Ponting genius shines through again. Guptill not playing may have initially had a few people second guessing the decision, but the investment in Pollard comes good. Looks like a settled MI line-up has both Buttler and Pollard so if Guptill wants it, he must push out either Southee or McClenaghan. For Andersons sake i hope MI release him at the end of the year so he can get a gig with a side that would actually benefit from having him'",Positive
"Very few posts makes me conclude that most people are not following the ipl matches with much interest. Seems like it's slowly losing its charm.RCB certainly does not have the bowling to win this ipl. They would be lucky to make it to the semis""",Negative
K.L.Rahul V.kohli Abd Mandeep Watson Sarfaraz Rasool Iqbal Badree Adam Aaron. Rasool and Iqbal both handy with bat . # 3 genuine spinner ... Badree -- one of the best legspinner in T20 . Rasool --- Decent off-spinner Iqbal -- left arm spin. Adam and Aaron raw pace .Badree and Adam Milne should open the bowling . Watson useful dead overs bowler . Aaron Rasool and Iqbal can bowl in middle over s.',Positive
K.L.Rahul V.kohli Abd Mandeep Watson Sarfaraz Rasool Iqbal Badree Adam Aaron. Rasool and Iqbal both handy with bat . # 3 genuine spinner ... Badree -- one of the best legspinner in T20 . Rasool --- Decent off-spinner Iqbal -- left arm spin. Adam and Aaron raw pace .Badree and Adam Milne should open the bowling . Watson useful dead overs bowler . Aaron Rasool and Iqbal can bowl in middle over s.',Positive
Chand Rohit Anderson Ambati Butler Pollard K.Pandya H.Singh N.singh T.Southee J.Burmah',Neutral
"Good move to bring back Pollard in the team . In my opinion, few more changes are required in the team . First Corey Anderson must play . He is one of the best all-rounder in T20 . He is a match winner . Second change is not necessary but they should try it . I would give chance to Chand and Rana in place of Parthiv . K. Pandya has impressed with both bat and ball .'",Positive
H.pandya should be dropped on the current form . Middle order looks strong . Even bowling unit remain almost same . Adding Anderson and extra fast bowler . 4 --- fast bowler 2 --- Spinner . They may try another spinner in place of N.singh depend on upon pitch. H.pandya must be dropped for 2-3 matches . Gl Team mumbai...',Negative
Southee looks so much better being back with Shane bond',Positive
"So RCB's bowling is bad even this time. So goodbye IPL. I'll stick my neck out and say it will either KKR or Gujarat""",Negative
This IPL has been atrocious so far. 1 good game in total and even that was not great. Win the toss and win the game. Simple as that. If this is to replace international cricket at any stage then RIP the game of cricket.',Negative
"A more balanced side chosen by RCB, they should stick with it and results will come their way. Krunal Pandya showing that he is a better player than his highly rated brother, this time with his bowling efforts, taking two important wickets. Mumbai Indians, more sensible having Rohit at opening the batting, he is the best batter in the side.'",Positive
They won without Guptil and Anderson....',Positive
"Really ? And Butler, Pollard and Bumrah,,,had mediocre parts to play ?'",Negative
"Krunal, Rohit reinvigorate Mumbai's campaign ? ?""",Neutral
REALLY ?',Neutral
chasing team winning every day plus dew factor today made it easy for us(viewers) about watching whole match or not..',Negative
"Mumbai is the strongest team. I m a KKR supporter. RCB, Gujrat are also very strong. MI found the winning formula.. 1) pick a two of very good indian batsmen (Rohit, Raydu). 2) pick a couple of high SR, high average foreign bats (Pollard, Butler). 3) pick an indian spin bowling allrounder (Krunal) 4) Couple of great foriegn pacers (they also bat well) 5) An indian spinner (Harbhajan). Gujrat did almost the same thing, but they have foreign allrounders as well. KKR's formula of mystery bowler, foreign quick, two foreign allrounders is not bad... bt batting looks thin when KKR has to chase 170 /""",Positive
"Great win for MI, but I'm concerned how much of an impact winning the toss is having on these games. Funny enough that MI has lost both games in which they lost the toss while winning 2/3 on winning the toss (that one loss only because Rohit rather bizarrely chose to bat first).""",Negative
hardik pandya deserves to be dropped....seems like vinay kumar will be a better player than him with the bat and he is a front line seamer as well',Neutral
Unlucky RCB have lost 3 tosses in a row where if they had one they would have easily chased down the totals they were set. I would stick with Richardson and my XI would be',Negative
So if we win the toss vs RPS with their bowling and due RCB will win the game but if we lose the toss we will lose definitely unless we score 230',Neutral
"Rishi not getting a game till now. Binny's second n Harik's 5th game without much success. India n fans are still searching.. Someone to play as allrounder in OZ,NZ,English n SA conditions. Can't assume any of these players warrant a game in Test cricket or ODI.""",Negative
"Rishi not getting a game till now. Binny's second n Harik's 5th game without much success. India n fans are still searching.. Someone to play as allrounder in OZ,NZ,English n SA conditions. Can't assume any of these players warrant a game in Test cricket or ODI.""",Negative
"It's a shame that Southee and Mcclenaghan bowling in the excess of 135 ks and usually over 140 ks are regarded as Right and Left Arm medium fast respectively. It's high time to update the profile of some players don't you think?""",Negative
i just hope RCB wins and break the jinx( bat first and lose).',Positive
Good to see Southee getting some of his swing and pace back.',Positive
no guptill no anderson...game over for MI.',Negative
"The likes of Rohit, Raina, faf, finch, dhawan, ab and few others are all but ipl players only. They flourish only in ipl because of pathetic attacks and the world thinks that they are in form and good to play international cricket. IPL is full of controversies and one day the supreme court will order a complete ban on this Paisa league.'",Negative
Batting Line up for Next match again GL :',Neutral
"Overs 1-6 : Bumrah, Bhajji, Mclenghan - 2 overs each'",Neutral
"Overs 15-20 : Bumrah, Bhajji, Mclenghan - 2 overs each'",Neutral
It will be responsibility of first 3 batsmen to bat till 10 overs and make 80 runs. Last 10 overs power hitters will have target of 120 runs.',Neutral
"Overs 7-14 : Akshay, Pollard, Anderson, Pandya to bowl 2 overs each'",Neutral
KKR missed the trick. I was really surprised not to see Narine in the quad. He should be an automatic choice. I also felt that KKR had a bowler short. I would pick Narine instead of Hogg and Shakib instead of Munro.',Negative
@piyushd but who will bat first in super over...how it will be decided',Neutral
"With Guptill in MI face a barrier to give a chance for all. Southee can b tried if a pace friendly wicket is there in any next game. Else I believe Corey shud come in. Can bat and ball. Mitch is surety unless he goes bad in this long run. Give 2 game's to Polly and if he doesn't fare well try Guptill. we shouldn't 4gt his contributions in the past and judge by 1 bad show show. Well I see Rohit, Corey/Guptil, Raydu, Butler, Pollard, Parthiv/nmukth,Pandya, Bhajji,Mitch, Vinay, Bumrah. That makes MI deadly.""",Positive
"Yes PIYUSHD, I liked your idea of start with a super over, or some balls or any other way to decide who has the option to decide whether to bat/field first instead of toss'",Positive
"@markbrop: Did you forget the manufactured pitches last summer? No bowler had a chance that summer, from either limited-overs series, apart from Starc, who is a phenom in limited-overs cricket. The limited-overs series\' were essentially a contest of ""my batsmen vs your batsmen"", where even awful batsmen scored runs.'",Negative
"@markbrop: Did you forget the manufactured pitches last summer? No bowler had a chance that summer, from either limited-overs series, apart from Starc, who is a phenom in limited-overs cricket. The limited-overs series\' were essentially a contest of ""my batsmen vs your batsmen"", where even awful batsmen scored runs.'",Negative
"A well developed strategy to chase 188 down to dismantle KKR's spirits. Incredible to see Butler hitting ball so easily. Perfect innings played by Rohit, and McCleneghan just bamboozled KKR with his few dangerous strokes. Well done MI. Now the addition of Guptill would bring more flavor.""",Positive
"@Chotteguru, surely everyone knows what a crore is. 100 lakh right?'",Neutral
@CRICINFOUSER - no gaurantee that shakib wont have beenn smashed and got out on 0.',Neutral
"The likes of Rohit, Raina, faf, finch, dhawan, ab and few others are all but ipl players only. They flourish only in ipl because of pathetic attacks and the world thinks that they are in form and good to play international cricket. IPL is full of controversies and one day the supreme court will order a complete ban on this Paisa league.'",Negative
"Overs 7-14 : Akshay, Pollard, Anderson, Pandya to bowl 2 overs each'",Neutral
KKR missed the trick. I was really surprised not to see Narine in the quad. He should be an automatic choice. I also felt that KKR had a bowler short. I would pick Narine instead of Hogg and Shakib instead of Munro.',Negative
@piyushd but who will bat first in super over...how it will be decided',Neutral
"With Guptill in MI face a barrier to give a chance for all. Southee can b tried if a pace friendly wicket is there in any next game. Else I believe Corey shud come in. Can bat and ball. Mitch is surety unless he goes bad in this long run. Give 2 game's to Polly and if he doesn't fare well try Guptill. we shouldn't 4gt his contributions in the past and judge by 1 bad show show. Well I see Rohit, Corey/Guptil, Raydu, Butler, Pollard, Parthiv/nmukth,Pandya, Bhajji,Mitch, Vinay, Bumrah. That makes MI deadly.""",Positive
"Yes PIYUSHD, I liked your idea of start with a super over, or some balls or any other way to decide who has the option to decide whether to bat/field first instead of toss'",Positive
"@markbrop: Did you forget the manufactured pitches last summer? No bowler had a chance that summer, from either limited-overs series, apart from Starc, who is a phenom in limited-overs cricket. The limited-overs series\' were essentially a contest of ""my batsmen vs your batsmen"", where even awful batsmen scored runs.'",Negative
"@markbrop: Did you forget the manufactured pitches last summer? No bowler had a chance that summer, from either limited-overs series, apart from Starc, who is a phenom in limited-overs cricket. The limited-overs series\' were essentially a contest of ""my batsmen vs your batsmen"", where even awful batsmen scored runs.'",Negative
"A well developed strategy to chase 188 down to dismantle KKR's spirits. Incredible to see Butler hitting ball so easily. Perfect innings played by Rohit, and McCleneghan just bamboozled KKR with his few dangerous strokes. Well done MI. Now the addition of Guptill would bring more flavor.""",Positive
"@Chotteguru, surely everyone knows what a crore is. 100 lakh right?'",Neutral
@CRICINFOUSER - no gaurantee that shakib wont have beenn smashed and got out on 0.',Neutral
"I do not know how many times I need to remind you all. Only and I honestly mean, only, people in India realise what a Crore means. Please for your many followers outside this country state it in millions as well and preferably in USD too. I hope the editors of this website get wind of this, once and for all.'",Negative
"I was beginning to think Rohit Sharma had lost the ability to bat a decent innings but this captains knock is a timely reminder, of what a very good quality opening batsmen Rohit Sharma is. India should look to play Manish Pandey and Rohit Sharma as Indian openers in international T20 and ODI cricket, Shikhar Dhawan recent form has not been good or show signs of improvement and he is 30. Rohit Sharma had a very mediocre World T20 and i'm sure, other people felt he was loosing the plot as a T20 opener, especially given his last Mumbai Indian innings against Rising Pune Supergiants combined with the form he showed in the recent WT20 tournament.""",Positive
"CodandChips: ""As is McClenaghan who has been one of the best white ball bowlers in international cricket since the champions trophy of 2013."" I would agree but how did he bowl so badly in England last summer?'",Neutral
Today Gambhir has realized the importance of Sakib !!! LOL',Negative
I have seen Nathu Singh in domestic cricket.Sorry to say but seems highly overrated. Hardly crossed 135 kph.Would be cannon fodder at this level. One of those guys hyped by the media.Nothing in him really and has a really poor body language to go with that.Though would be pleasantly surprised if he can prove me wrong',Negative
"Phenomenal performance by Mumbai. However, there's still a good scope of improvement in the eleven. Anderson can come in for Polly since he isn't any handy with his bowling and batting these days. Anderson can bowl well and bats better. Mitch McClenaghan and Jos should stay in the 11 and bring in Guppy for Southee. Rotate Indian bowlers per their performance keeping Bumrah and Bhajji intact.""",Positive
Good batting by Manish Pandey',Positive
Good to ser butler in form. fantastic player.',Positive
"My man is buttler, what a player, what a player.'",Positive
"KKR needs Narine in old form if they are to win the title. Russel and Narine should be must, not sure about Hasting in long run as I feel he has been a pretty ordinary quick for Aus, although he has been good for kkr so far. Sakib's inability to power hit is his weak link, Monru is kinda hit and miss player, Hogg as we saw before brilliant in one game and ordinary in another. Among the foreign only Russle looks reliable atm, they badly need Narin the old X factor.""",Negative
After all the T20 world cup and asia cup. IPL it too boring..! :( Its too much of T20 cricket in short period of time',Negative
Fantastic innings from Rohit. Class player. As is McClenaghan who has been one of the best white ball bowlers in international cricket since the champions trophy of 2013.',Positive
Fantastic innings from Rohit. Class player. As is McClenaghan who has been one of the best white ball bowlers in international cricket since the champions trophy of 2013.',Positive
I am sure from next match Sakib Al Hasan will be playing !',Positive
"@DinKJindal I have a better option, play a Super Over as toss and get rid of that strategic timeout.'",Positive
I think KKR doing wrong by keep away Sakib Al Hasan from best XI',Negative
"Rohit good for IPL nothing else, where did you go when INDIA played Pakistan in the same venue .'",Negative
"Rohit sharmas innings was actually slow in the middle overs and it was only butlers hits that gave MI the impetus and reduced the deficit between balls left and runs required, which brought MI close. Rohit then hit a few fours right at the end and improved his strike rate. So butler was the man largely responsible for MI victory. This is not something new about Rohit but people miss it often. Amongst others, parthiv patel just doesnt fit in. A score of 23 off 20 balls does not augur well for MI if they play him in other matches. Even pandya has been far from impressive and hasnt shown the form he showed on his debut. It is only the foreign players who seem to be capable of winning matches. I hope MI select some good indian players in future editions of IPL and promote local talent instead of parthiv patel.'",Negative
Why Shakib Al Hasan is in side bench?',Neutral
"MI has won today but still it's not a perfect XI.I have a doubt on the utility of Pandya, after seeing him in the WC T20 & first 2 matches in IPL. Also Pollard is completely out of touch after a long injury. My playing XI will be - Rohit ,Parthiv, Guptil,Butler, Anderson, Rayudu, Harbhajan, Shreyas Gopal, Mcleghanan, Bumrah, Nathu Singh.""",Negative
"MI has won today but still it's not a perfect XI.I have a doubt on the utility of Pandya, after seeing him in the WC T20 & first 2 matches in IPL. Also Pollard is completely out of touch after a long injury. My playing XI will be - Rohit ,Parthiv, Guptil,Butler, Anderson, Rayudu, Harbhajan, Shreyas Gopal, Mcleghanan, Bumrah, Nathu Singh.""",Negative
"T20's heavily depend upon toss winning and it's quite unfair to have the toss each time. They can change the rules in a way that each team or pair or other means can decide alternatively and only first time it can be via toss. As an example between India and Australia, have the toss first time, let's say India wins the toss. Second time Australia decide whether to bat/field, then India and son on... They can decide the pairing based upon various factors. That way we more dependent on talent than fortune.""",Positive
Looks like Tim Southee has played his one and only game for the MI franchise',Negative
@Ziddu- heard of Andre Russell?',Neutral
"Suddenly KKR seems they can't go the distance. Only team with big hitters are going to make unless the pitch misbehaves. KKR does not have one. The other night RCB was brilliant with the bat, even young Khan was terrific. While Gambhir scores those 30s and 50s consistently, cannot win matches. His partner Uthappa cannot score against quality bowling which has been proved time and again. Seems they have missed the trick this season. T20 keeps evolving and of late, it is the big hitters who are making impact and KKL does not have one (don't consider Yusuf as one he is out of this league)""",Negative
Great.but the question is can parthiv patel keep guptill out or will they change the winning combination',Positive
Surprised no Narine tonight? Pune have too much batting for Lions tomorrow I believe.',Negative
"They were missing Narine and Shakib, who both excel at Eden Gardens, which is usually a spin-friendly pitch.'",Negative
"Hope Shakib can get some more game time. He's their good luck charm, they have performed better in the seasons that he's been involved in, except 1. He's never quite excelled with the bat, in the IPL.""",Positive
Good Luck KKR.',Positive
"They didn't want to mess up a winning team, and tried to compensate by altering one of the Indian players for a spinner.""",Neutral
Perhaps playing him up the order would help.',Positive
Where is no 1 all rounder Shakib.? Lets him play and contribute for the team',Negative
Ricky Ponting at his best today coming up with fresh strategies and using resources to the fullest',Positive
"No Sunil Narine...Definately can't keep Hogg, just because of 1 good performance. Sunil has be atop of rankings mamy times""",Negative
"Hey IPL, can we have our bowling coach back please? Signed NZ Cricket'",Negative
"After seeing pandya's performance in Asia cup, t20 World Cup, and in ipl so far, I can say it was a wrong decision by dhoni to play him in all World Cup matches, m shami or some other would have a better choice, and we might have won the World Cup.""",Negative
